,Google Places ID,Review Count,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
514,ChIJAbl6q5JbwokREncUgMNXTj4,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
515,ChIJAciQmdlbwokRsX0kpHW2C28,2,0.013888888888888888,0.019230769230769232,0.013888888888888888,0.013888888888888888,0.03311965811965812,0.03311965811965812,0.20726495726495725,0.03311965811965812,0.03311965811965812,0.11324786324786325
516,ChIJAdhlMvjzwokRIwo9FzyapRs,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
517,ChIJAf1k_rhdwokR0zU-9VSiobw,1,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.0
518,ChIJAwpNn6VZwokRNnVXqFU26HM,1,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.17391304347826086,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.13043478260869565
519,ChIJAxBWBnZZwokR-c_r3oAUR_4,1,0.0,0.0,0.07692307692307693,0.0,0.0,0.11538461538461539,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693
520,ChIJAxLj1sddwokRvYriSf6mQ4w,1,0.0,0.041666666666666664,0.013888888888888888,0.013888888888888888,0.041666666666666664,0.041666666666666664,0.125,0.013888888888888888,0.027777777777777776,0.05555555555555555
521,ChIJAxOhDQBbwokRN73LXKXSCGg,1,0.0,0.058823529411764705,0.0,0.01764705882352941,0.011764705882352941,0.011764705882352941,0.12941176470588237,0.0058823529411764705,0.0,0.047058823529411764
522,ChIJAybp-ejzwokRVFTYqVSTXqQ,1,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
523,ChIJAzMVul1fwokRU2XojyTRzVo,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222
524,ChIJAzW5dJRZwokRocecqjj0e9Y,1,0.0,0.12,0.0,0.0,0.04,0.0,0.2,0.0,0.0,0.08
525,ChIJAzvGmnhZwokR4UxwvcaRWCM,4,0.005319148936170213,0.08318135764944276,0.0,0.0,0.07786220871327254,0.0,0.11744061690870201,0.0,0.052862208713272546,0.09754305977710233
